ID,FACILITY NAME,LICENSEE,COMPANY,ADDRESS,,latitude,longitude,CITY,POSTAL CODE,PROVINCE,COUNTRY,LHIN,TYPE,HOSPITAL,CLASS,Total,A,B,C,D,Upgraded D,New,Long Stay,Convalescent Care,Respite,ELDCAP,Veterans' Priority Access,Beds in Abeyance (BIA),Designated Specialized Unit,Other,Interim,LS License Expiry,Up for Redev.,MANAGED BY
NH1900,GOLDEN YEARS NURSING HOME,Golden Years Nursing Homes Inc.,Golden Years Nursing Homes Inc.,704 Eagle Street North,"43.404271, -80.35454299999999",43.40427,-80.35454,Cambridge,N3H 4T3,Ontario,Canada,Waterloo Wellington,For-Profit,,C,88,,,88,,,,88,,,,,,,,,6/30/2030,Yes,
H51326,THE JEWISH HOME FOR THE AGED,The Jewish Home For The Aged,The Jewish Home For The Aged,3560 Bathurst Street,,,,North York,M6A 2E1,Ontario,Canada,Toronto Central,Not-For-Profit,,A,472,472,,,,,,472,,,,,,,,,20 years,,
NH3440,TOWNSHIP OF OSGOODE CARE CENTRE,Township Of Osgoode Care Centre,Township Of Osgoode Care Centre,7650 Snake Island Road,,,,Metcalfe,K0A 2P0,Ontario,Canada,Champlain,Not-For-Profit,,A / B,100,30,70,,,,,99,,1,,,,,,,6/30/2030,Yes,
54336,THE KENSINGTON GARDENS,The Kensington Health Centre,The Kensington Health Centre,25 Brunswick Avenue,,,,Toronto,M5S 2L9,Ontario,Canada,Toronto Central,Not-For-Profit,,New,350,,,,,,350,350,,,,,,,,,Unknown,,
H21926,NITHVIEW HOME,Tri-county Mennonite Homes,Tri-county Mennonite Homes,200 Boullee Street,,,,New Hamburg,N3A 2K4,Ontario,Canada,Waterloo Wellington,Not-For-Profit,,B,97,,97,,,,,97,,,,,,,,2,6/30/2025,Yes,
NH4586,WELLESLEY CENTRAL PLACE,The Rekai Centres,The Rekai Centres,160 Wellesley Street East,,,,Toronto,M4Y 1J2,Ontario,Canada,Toronto Central,Not-For-Profit,,A,150,150,,,,,,148,,2,,,,,,,Unknown,,
51373,BELMONT HOUSE,Toronto Aged Men's And Women's Homes,Toronto Aged Men's And Women's Homes,55 Belmont Street,,,,Toronto,M5R 1R1,Ontario,Canada,Toronto Central,Not-For-Profit,,A,140,140,,,,,,140,,,,,,,,,25 years,,
NH2929,LAKESIDE LONG TERM CARE CENTRE,University Health Network,University Health Network,150 Dunn Avenue,,,,Toronto,M6K 2R6,Ontario,Canada,Toronto Central,Not-For-Profit,,A,128,128,,,,,,128,,,,,,,,,Unknown,,Extendicare Assist
NH3506,TWIN OAKS OF MARYHILL,Twin Oaks Of Maryhill Inc.,Twin Oaks Of Maryhill Inc.,1360 Maryhill Road,,,,Maryhill,N0B 2B0,Ontario,Canada,Waterloo Wellington,For-Profit,,B,31,,31,,,,,,31,,,,,,,,6/30/2025,Yes,
NH1949,LAPOINTE-FISHER NURSING HOME,"Lapointe-Fisher Nursing Home, Limited","Lapointe-Fisher Nursing Home, Limited",271 Metcalfe Street,"43.5633402, -80.2573997",43.56334,-80.25740,Guelph,N1E 4Y8,Ontario,Canada,Waterloo Wellington,For-Profit,,C,92,,,92,,,,92,,,,,,,,,6/30/2025,Yes,
NM3324,MORRISTON PARK NURSING HOME,Retirement Home Specialists Incorporated,Retirement Home Specialists Incorporated,7363 Calfass Road,"43.4399788, -80.12737430000001",43.43998,-80.12737,Puslinch,N0B 2J0,Ontario,Canada,Waterloo Wellington,For-Profit,,C,28,,,28,,,,28,,,,,,,,,6/30/2025,Yes,
NH2848,WEST PARK LONG TERM CARE CENTRE,West Park Healthcare Centre,West Park Healthcare Centre,82 Buttonwood Avenue,,,,Toronto,M6M 2J5,Ontario,Canada,Toronto Central,Not-For-Profit,,A,200,200,,,,,,199,,1,,,,,,,6/30/2030,,Extendicare Assist
NH2880,CHARTWELL WESTMOUNT LONG TERM CARE RESIDENCE,Chartwell Seniors Housing REIT,Chartwell,200 David Bergey Drive,,,,Kitchener,N2E 3Y4,Ontario,Canada,Waterloo Wellington,For-Profit,,A,160,160,,,,,,160,,,,,,,,1,Unknown,,
H11934,WELLINGTON TERRACE LONG-TERM CARE HOME,Corporation Of The County Of Wellington,County Of Wellington,474 Wellington Road 18,,,,Fergus,N1M 0A1,Ontario,Canada,Waterloo Wellington,Municipal,,A,176,176,,,,,,176,,,,,,,,,Municipal,,
H21899,FAIRVIEW MENNONITE HOME,Fairview Mennonite Homes,Fairview Mennonite Homes,515 Langs Drive,,,,Cambridge,N3H 5E4,Ontario,Canada,Waterloo Wellington,Not-For-Profit,,A,84,84,,,,,,84,,,,,,,,,6/30/2030,,
NH3526,RIVERBEND PLACE,Revera Long Term Care Inc.,Revera,650 Coronation Blvd.,"43.3769169, -80.3257497",43.37692,-80.32575,Cambridge,N1R 7S6,Ontario,Canada,Waterloo Wellington,For-Profit,,C,53,,,53,,,,53,,,,,,,,,6/30/2025,Yes,
NH1922,TRINITY VILLAGE CARE CENTRE,Lutheran Homes Kitchener-Waterloo,Lutheran Homes Kitchener-Waterloo,2727 Kingsway Drive,,,,Kitchener,N2C 1A7,Ontario,Canada,Waterloo Wellington,Not-For-Profit,,A,150,150,,,,,,150,,,,,,,,,6/30/2030,,
H11923,SUNNYSIDE HOME,Regional Municipality Of Waterloo,Municipality Of Waterloo,247 Franklin Street North,,,,Kitchener,N2A 1Y5,Ontario,Canada,Waterloo Wellington,Municipal,,A,261,261,,,,,,251,10,,,,,,,2,Municipal,,
NH1910,FOREST HEIGHTS,Revera Long Term Care Inc.,Revera,60 Westheights Drive,"43.4286349, -80.52997599999999",43.42863,-80.52998,Kitchener,N2N 2A8,Ontario,Canada,Waterloo Wellington,For-Profit,,C,240,,,240,,,,240,,,,,,,,,6/30/2025,Yes,
NH4512,PARKWOOD MENNONITE HOME,Parkwood Mennonite Home Inc.,Parkwood Mennonite Home Inc.,726 New Hampshire Street,,,,Waterloo,N2K 4M1,Ontario,Canada,Waterloo Wellington,Not-For-Profit,,A,96,96,,,,,,96,,,,,,,,,6/30/2030,,
H21920,PEOPLECARE A.R. GOUDIE KITCHENER,Peoplecare Inc.,Peoplecare Inc.,369 Frederick Street,,,,Kitchener,N2H 2P1,Ontario,Canada,Waterloo Wellington,Not-For-Profit,,A,80,80,,,,,,79,,1,,,,,,,Unknown,,peopleCare
H22799,VILLA COLOMBO HOMES FOR THE AGED INC.,Villa Colombo Homes For The Aged Inc.,Villa Colombo Homes For The Aged Inc.,40 Playfair Avenue,,,,Toronto,M6B 2P9,Ontario,Canada,Central,Not-For-Profit,,B / New,391,,266,,,,125,389,,2,,,,,,,6/30/2030,Yes,Extendicare Assist
NH1901b,PEOPLECARE HILLTOP MANOR CAMBRIDGE,Peoplecare Inc.,Peoplecare Inc.,42 Elliott Street,,,,Cambridge,N1R 2J2,Ontario,Canada,Waterloo Wellington,For-Profit,,A,185,185,,,,,,185,,,,,,,,,10/22/2038,,
NH7091,STIRLING HEIGHTS,Revera Long Term Care Inc.,Revera,200 Stirling Macgregor Drive,,,,Cambridge,N1S 5B7,Ontario,Canada,Waterloo Wellington,For-Profit,,New,110,,,,,,110,110,,,,,,,,,6/30/2030,,
NH1244,VISION '74 INC.,Vision '74 Inc.,Vision '74 Inc.,229 Wellington Street,,,,Sarnia,N7T 1G9,Ontario,Canada,Erie St. Clair,Not-For-Profit,,A / New,146,78,,,,,68,125,12,4,,5,,,,,6/30/2042,,
NH2856,COLUMBIA FOREST LONG-TERM CARE,Revera Long Term Care Inc.,Revera,650 Mountain Maple Avenue,,,,Waterloo,N2V 2P7,Ontario,Canada,Waterloo Wellington,For-Profit,,New,156,,,,,,156,156,,,,,,,,,6/30/2030,,
NH2915,THE VILLAGE OF RIVERSIDE GLEN,Schlegel Villages Inc.,Schlegel Villages Inc.,60 Woodlawn Road East,,,,Guelph,N1H 8M8,Ontario,Canada,Waterloo Wellington,For-Profit,,A,192,192,,,,,,192,,,,,,,,,Unknown,,
NH1959,SAUGEEN VALLEY NURSING CENTER,Sharon Village Care Homes,Sharon Village Care Homes,465 Dublin Street,"43.9752049, -80.7390662",43.97520,-80.73907,Mount Forest,N0G 2L3,Ontario,Canada,Waterloo Wellington,For-Profit,,C,87,,,87,,,,,,2,,85,,,,,Unknown,Yes,
NH4278,BARNSWALLOW PLACE CARE COMMUNITY,Sienna Senior Living,Sienna Senior Living,120 Barnswallow Drive,,,,Elmira,N3B 2Y9,Ontario,Canada,Waterloo Wellington,For-Profit,,A,96,96,,,,,,94,,2,,,,,,,Unknown,,
H21950,"ST. JOSEPH'S HEALTH CENTRE, GUELPH",St. Joseph's Health System,St. Joseph's Health System,100 Westmount Road,,,,Guelph,N1H 5H8,Ontario,Canada,Waterloo Wellington,Not-For-Profit,,A,12,240,,,,,,236,,,,4,,,,,Unknown,,
NH4431,LANARK HEIGHTS LONG TERM CARE CENTRE,Steeves & Rozema Enterprises Ltd,Steeves & Rozema Group,46 Lanark Crescent,,,,Kitchener,N2N 2Z8,Ontario,Canada,Waterloo Wellington,For-Profit,,A,160,160,,,,,,160,,,,,,,,,Unknown,,
NH4468,ST ANDREW'S TERRACE LONG TERM CARE COMMUNITY,Steeves & Rozema Enterprises Ltd,Steeves & Rozema Group,255 St. Andrew's Street,,,,Cambridge,N1S 1P1,Ontario,Canada,Waterloo Wellington,For-Profit,,A,128,128,,,,,,128,,,,,,,,,Unknown,,
NH3711,YEE HONG CENTRE - SCARBOROUGH MCNICOLL,Yee Hong Centre For Geriatric Care,Yee Hong Centre For Geriatric Care,2311 McNicoll Avenue,,,,Scarborough,M1V 5L3,Ontario,Canada,Central East,Not-For-Profit,,A / New,155,90,,,,,65,154,,1,,,,,,,Unknown,,
H21943,THE ELLIOTT COMMUNITY,The Elliott,The Elliott,170 Metcalfe Street,,,,Guelph,N1E 4Y3,Ontario,Canada,Waterloo Wellington,Not-For-Profit,,A,85,85,,,,,,85,,,,,,,,,Unknown,,
