,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Measure ID,Application Nos,Application Stage,Application Status,Measure Code,Measure Category,Measure Type,Measure Name,Quantity,Is it Retrofit or New Construction?,Is it a New PV System or an Expansion of an Existing System?,Status of Interconnection Application,Latitude,Longitude,DC System Size (kW),Module Type,Array Type,Modelled Total System Losses (%),Tilt (deg),Azimuth (deg),Retail Electricity Rate ($/kWh),January AC Energy (kWh),February AC Energy (kWh),March AC Energy (kWh),April AC Energy (kWh),May AC Energy (kWh),June AC Energy (kWh),July AC Energy (kWh),August AC Energy (kWh),September AC Energy (kWh),October AC Energy (kWh),November AC Energy (kWh),December AC Energy (kWh),Total Annual AC Energy (kWh),Applicant Comments,Total Emissions Reduction,Total Electricity Savings,Equipment & Material Costs,Labour Cost,Design Cost,Total Cost,Actual Equipment & Material Costs,Actual Labour Cost,Actual Design Cost,Actual Total Cost,Measure Incentive,Applicable Measure Incentive,Maximum Eligible Measure Incentive,Total Eligible Measure Incentive,Maximum Applicable Measure Incentive,Total Applicable Measure Incentive,Application Stage : Application Status,AC_CALC,Comment
249,249,249,249,249,249,249,Yhu0aKZXr96YdplghwkM,ESB-11146,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.867926,-113.299971,17.6,Premium,Fixed - Open Rack,25,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.86,0,14164.71,7040,0,21204.71,0,0,0,0,6160,0,5301.1775,5301.18,0,0,Pre-Approval : Application Submitted,20381.7,
250,250,250,250,250,250,250,Z7VJHzvOHcFlTbgexSzq,ESB-10160,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.7623,-111.8053,16.56,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.25,0,9888.5,0,0,9888.5,0,0,0,0,0,0,0,168,0,0,Pre-Approval : Application Submitted,21310.7,
251,251,251,251,251,251,251,ZBO4YVsl7rQsSMNoUlvR,ESB-10496,Payment,Incentive Approved,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,New Construction,New PV System,0,51.791816,-114.664091,5.1,Premium,Fixed - Open Rack,14.08,46.85,180,6,0,0,0,0,16872,57816,70260,86340,13428,9204,0,0,253920,Ground Mount Solar Array,2261.75,0,246961.38,75560,4200,326721.38,0,0,0,0,103740,0,81680.345,81680.35,0,0,Payment : Incentive Approved,6407.9,
252,252,252,252,252,252,252,ZesQO3cp8o4Cm4ZCOIBU,ESB-11393,Payment,Incentive Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.421211,-112.677629,186.9,Standard,Fixed - Open Rack,24,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,50000,2000,100,52100,100,100,100,300,15000,1500,26050,15000,150,150,Payment : Incentive Approved,220651.9,
253,253,253,253,253,253,253,ZfRHJN6JPFgzrm7rH2fZ,ESB-10070,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.56394,-113.57827,16.4,Premium,Fixed - Roof Mount,14.3,10,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,50000,2000,100,52100,100,100,100,300,15000,1500,26050,15000,150,150,Pre-Project : Application Information Requested,17212.5,
254,254,254,254,254,254,254,ZgyQaLJwtuGGF1FziRC2,ESB-10082,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.56415,-113.31506,172.8,Standard,Fixed - Roof Mount,11.4,10,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,460.02,695,0,1155.02,0,0,0,0,240,0,288.755,240,0,0,Pre-Approval : Application Submitted,181820.7,
255,255,255,255,255,255,255,ZichWOzhdoymwXkIDSOc,ESB-11391,Payment,Incentive Recommended,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,51.309965,-114.478822,14.4,Standard,Fixed - Roof Mount,13.3,22.6,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,460.02,695,0,1155.02,0,0,0,0,240,0,288.755,240,0,0,Payment : Incentive Recommended,17412.6,
256,256,256,256,256,256,256,a3S9mfc3GLRBb7BJIdAj,ESB-10068,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,0,0,53.3358,-113.3416,22.08,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.52,0,10702.5,5796.25,0,16498.75,0,0,0,0,4600,0,4124.6875,4124.69,0,0,Pre-Approval : Application Submitted,28173.5,
257,257,257,257,257,257,257,ajbAjopcAOAlfsdiDcLJ,ESB-11488,Post-Project,Application Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,53.36742,-113.50691,374,Premium,Fixed - Roof Mount,32.6,20,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.91,0,1446.5,790.7,0,2237.2,1446.5,790.7,0,2237.2,450,450,559.3,450,559.3,450,Post-Project : Application Under Review,331134.7,
258,258,258,258,258,258,258,alAwB3QwEy4ws5gtLHec,ESB-11443,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,56.7552,-111.4527,82,Standard,Fixed - Roof Mount,20,18,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.61,0,876,2400,0,3276,0,0,0,0,480,0,819,480,0,0,Pre-Approval : Application Submitted,77029.6,
259,259,259,259,259,259,259,b2L1Z4XK7JNO3ZJn7vD6,ESB-11435,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.6903,-110.2946,27.84,Standard,Fixed - Open Rack,12,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,0,1344,1566,0,2910,1344,1566,0,2910,160,160,727.5,160,727.5,160,Pre-Approval : Application Submitted,33842.2,
260,260,260,260,260,260,260,bB8dv968xp6IqU6FIRhm,ESB-11218,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,51.03943,-113.44951,85,Standard,Fixed - Open Rack,11.2,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.67,0,3480,923,50,4453,0,0,0,0,630,0,1113.25,630,0,0,Pre-Approval : Application Submitted,112172.2,
261,261,261,261,261,261,261,bTNX9QGuhiKHmn7KdG9t,ESB-11525,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.572987,-114.259472,22.08,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.93,0,1350,350,100,1800,0,0,0,0,300,0,450,300,0,0,Pre-Approval : Application Submitted,28735.6,
262,262,262,262,262,262,262,bkmE7SGULPWk1E4HgB5c,ESB-11455,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,50.67359,-110.114317,32.4,Standard,Fixed - Open Rack,20,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,87.13,75,15,177.13,0,0,0,0,30,0,44.2825,30,0,0,Pre-Approval : Application Submitted,38810.9,
263,263,263,263,263,263,263,c98jpnrgjEkIDic5Zjpb,ESB-10156,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.3353,-110.1022,22.08,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,0,3756,2173.92,0,5929.92,0,0,0,0,140,0,2964.96,140,0,0,Pre-Approval : Application Submitted,30717.8,
264,264,264,264,264,264,264,cB8wWtfPfGlHluSKJ6oI,ESB-11237,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.453997,-110.818653,25.2,Premium,Fixed - Open Rack,22,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.95,0,1120,0,0,1120,0,0,0,0,350,0,280,280,0,0,Pre-Approval : Application Submitted,30214.4,
265,265,265,265,265,265,265,cDqec8gS8fpt2Ikd3cxp,ESB-10863,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.601725,-111.898228,89,Standard,Fixed - Open Rack,18,40,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.17,0,1755.78,1193.22,0,2949,1839.38,1250.04,0,3089.42,252,264,737.25,252,772.355,264,Pre-Approval : Application Submitted,110628.2,
266,266,266,266,266,266,266,cMf1Bp1RHWPzseimFz2w,ESB-10152,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.683986,-111.494167,16.56,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.31,0,5394.75,1275,0,6669.75,0,0,0,0,1050,0,1667.4375,1050,0,0,Pre-Approval : Application Submitted,23600.6,
267,267,267,267,267,267,267,cSAN29DxBynjova8ADGs,ESB-11446,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,56.0106,-118.7378,119.29,Standard,Fixed - Open Rack,20,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.12,0,26253,800,125,27178,0,0,0,0,6000,0,13589,6000,0,0,Pre-Approval : Application Submitted,124859.4,
268,268,268,268,268,268,268,cSDC09uTmPmve3JdRuXe,ESB-11088,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,54.15504,-111.276667,54,Standard,Fixed - Open Rack,10,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.12,0,26253,800,125,27178,0,0,0,0,6000,0,13589,6000,0,0,Pre-Project : Application Information Requested,66476.7,
269,269,269,269,269,269,269,cZJNZCzMc1OcuLcvjt11,ESB-10608,Post-Project,Application Draft,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,50.553916,-112.072197,170.3,Premium,Fixed - Open Rack,25.7,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,60000,100000,0,160000,0,0,0,0,250,0,80000,250,0,0,Post-Project : Application Draft,189259.5,
270,270,270,270,270,270,270,cjFjPXJgdazajfWJkOcp,ESB-11514,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,55.6948,-117.2893,35.2,Standard,Fixed - Roof Mount,15,14,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.46,0,1639,1320,0,2959,0,0,0,0,560,0,739.75,560,0,0,Pre-Approval : Application Submitted,35146.7,
271,271,271,271,271,271,271,cqoyfrofy3zcKGZ9Zuxl,ESB-10060,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.00329,-113.9647,78.3,Standard,Fixed - Roof Mount,15.7,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.12,0,26253,800,125,27178,0,0,0,0,6000,0,13589,6000,0,0,Pre-Approval : Application Submitted,85835.6,
272,272,272,272,272,272,272,d7GnhWMc8q64j7gxbMtB,ESB-10697,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,0,0,49.74872614,-112.1490119,149.5,Standard,Fixed - Open Rack,12,40,180,0.08,4000,3800,3700,4000,2800,3000,8000,4000,3000,3300,10000,4000,53600,rate class 21,547.23,0,80346,5000,1500,86846,0,0,0,0,25100,0,21711.5,21711.5,0,0,Pre-Approval : Application Submitted,208649.2,
273,273,273,273,273,273,273,d9tJyIGE5iu9lvXxVlQf,ESB-11266,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,53.38317,-113.743266,101.01,Premium,Fixed - Roof Mount,15.85,18.43,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965.72,0,62026,6536,5000,73562,0,0,0,0,12320,0,18390.5,12320,0,0,Pre-Approval : Application Submitted,111280.5,
274,274,274,274,274,274,274,dID94JjPqYHrACOr94lw,,,,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,0,0,14.5,45.1,20,Standard,Fixed - Open Rack,5,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.46,0,7080,5520,1000,13600,0,0,0,0,2000,0,6800,2000,0,0,,17814.1,Long
275,275,275,275,275,275,275,dKMTlLy4qvoHK7Zd91yR,ESB-10001,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.764287,-112.475427,28.71,Standard,Fixed - Roof Mount,26.57,19,180,0.0576,1964,2271,2338,1355,1621,1518,1339,1726,1645,1564,1710,1770,20821,Ground mount solar,235.46,0,34716.25,8910,3876.75,47503,0,0,0,0,10800,0,11875.75,10800,0,0,Payment : Incentive Payment in Progress,30323.6,
276,276,276,276,276,276,276,dOPmr5f0QQtGM5MFbuNA,ESB-11204,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.15114909,-113.6312882,74.8,Standard,Fixed - Open Rack,16,45,180,0.06421,0,0,0,0,0,0,0,25504,0,0,0,820,26324,"The MG application has two sites listed, this application is for Site 2",337.93,0,21596.66,21596.66,21596.66,64789.98,0,0,0,0,15500,0,16197.495,15500,0,0,Pre-Approval : Application Submitted,96706.1,
277,277,277,277,277,277,277,dWzoBo5EauPoeE2w3Qfg,ESB-11461,Post-Project,Application Draft,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,Expansion of an Existing System,0,52.353946,-113.905435,30.24,Standard,Fixed - Roof Mount,25,19.6,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4475,4575,500,9550,0,0,0,0,0,0,0,3500,0,0,Post-Project : Application Draft,30191.8,
278,278,278,278,278,278,278,dxCAfUolFnR6dNGiOOez,ESB-10730,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,0,0,49.676623,-111.685792,83.85,Premium,Fixed - Open Rack,5,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.55,0,2111.82,918.89,0,3030.71,0,0,0,0,360,0,757.6775,360,0,0,Pre-Approval : Application Submitted,125074.8,
279,279,279,279,279,279,279,dzbQtxKwhPAOtPhM4hf6,ESB-11287,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,53.287677,-114.320035,11.04,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.46,0,7438.2,2100,0,9538.2,0,0,0,0,2940,0,2384.55,2384.55,0,0,Pre-Approval : Application Submitted,14216.8,
280,280,280,280,280,280,280,dzhd0ZwZeClxZfcgTzfj,ESB-11354,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,50.004361,-111.254889,207.48,Standard,Fixed - Open Rack,25,30,180,0.06421,0,0,0,0,51177,69089,66145,67232,48791,212,0,0,302646,Solar for irrigation pumps,2354.62,0,295731.25,211406.25,7812.5,514950,0,0,0,0,108000,0,128737.5,108000,0,0,Payment : Incentive Payment in Progress,232297.3,
281,281,281,281,281,281,281,e08w338c9UyAEsS484fa,ESB-11440,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.1739,-110.2989,25.23,Standard,Fixed - Open Rack,15,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.28,0,4420,1020,0,5440,0,0,0,0,1190,0,1360,1190,0,0,Pre-Approval : Application Submitted,30338.7,
282,282,282,282,282,282,282,eCjjIR4UlaGnlcmnP4rP,ESB-11203,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.277742,-113.600301,85,Standard,Fixed - Open Rack,16,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.41,0,8115.12,2505.36,0,10620.48,8115.12,2505.36,0,10620.48,3120,3120,2655.12,2655.12,2655.12,2655.12,Payment : Incentive Payment in Progress,110242.8,
283,283,283,283,283,283,283,eQkt6i8tQk23YHYhO0AN,ESB-10068,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,0,0,53.3358,-113.3416,44.16,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,0,1197.08,949,0,2146.08,0,0,0,0,420,0,536.52,420,0,0,Pre-Approval : Application Submitted,56347.1,
284,284,284,284,284,284,284,eZuke8AOWOkQOMT1zWCt,ESB-10016,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,51.107599,-112.978286,47.175,Standard,Fixed - Roof Mount,16.3,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.59,0,8050,7200,450,15700,0,0,0,0,1400,0,3925,1400,0,0,Payment : Incentive Payment in Progress,52696.7,
285,285,285,285,285,285,285,fDlDdszljPXV6lPqCOsP,ESB-10900,Payment,Incentive Approved,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,New Construction,New PV System,0,54.988438,-119.726999,12,Standard,Fixed - Open Rack,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.41,0,750,600,0,1350,0,0,0,0,300,0,337.5,300,0,0,Payment : Incentive Approved,5076.5,
286,286,286,286,286,286,286,fNHdQZeuHDJNNoqYIGgv,ESB-10358,Payment,Incentive Payment in Progress,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,53.17005,-114.05062,11.1,Standard,Fixed - Roof Mount,34,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,0,1416.8,400,0,1816.8,0,0,0,0,560,0,454.2,454.2,0,0,Payment : Incentive Payment in Progress,9100.8,
287,287,287,287,287,287,287,fOdq3MsUAGv9veFQuOde,ESB-10158,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.79679,-112.5841,27.6,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,0,1416.8,400,0,1816.8,0,0,0,0,560,0,454.2,454.2,0,0,Pre-Approval : Application Submitted,40119.4,
288,288,288,288,288,288,288,fU8FZk7BuihzMlPuyOma,ESB-10095,Payment,Incentive Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,Expansion of an Existing System,0,51.0179331,-114.0453123,15.98,Standard,Fixed - Roof Mount,20,18.4,180,0.0669,12628,12424,9645,14736,20506,21992,26453,27534,24839,13998,12193,11881,208829,345W Panels,1684.86,0,278232.3,59875.2,0,338107.5,0,0,0,0,77280,0,84526.875,77280,0,0,Payment : Incentive Approved,18284.9,
289,289,289,289,289,289,289,fpd1nrS0TV1DIZrcrXx3,ESB-10370,Pre-Project,Application Information Requested,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,52.99983691,-113.2650127,11.39,Standard,Fixed - Roof Mount,20,18.4,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,0,1416.8,400,0,1816.8,0,0,0,0,560,0,454.2,454.2,0,0,Pre-Project : Application Information Requested,11580.4,
290,290,290,290,290,290,290,fq4WLF3cABFPF6akW9HB,ESB-10838,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,52.28281574,-113.7634712,18.69,Standard,Fixed - Roof Mount,18,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,0,1416.8,400,0,1816.8,0,0,0,0,560,0,454.2,454.2,0,0,Pre-Project : Application Information Requested,19075.8,
291,291,291,291,291,291,291,gCHGe97ncOPtnbIJRpyf,ESB-10310,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,51.07193211,-112.840479,39.1,Standard,Fixed - Roof Mount,15,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.41,0,1407,894.18,0,2301.18,0,0,0,0,490,0,575.295,490,0,0,Payment : Incentive Payment in Progress,42074.6,
292,292,292,292,292,292,292,gX4JYgvBCsEXOtOPQ9Cx,ESB-10056,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.98,-113.95,47.18,Premium,Fixed - Roof Mount,13.3,20,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.19,0,6091.674939,4576.479707,0,10668.15465,6091.67,4576.48,0,10668.15,1440,1440,2667.038662,1440,2667.0375,1440,Pre-Approval : Application Submitted,57850.8,
293,293,293,293,293,293,293,gnApH3rnm95WWnThyK0V,ESB-10170,Payment,Incentive Recommendation Approval Pending,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,50.242359,-113.475623,8.01,Standard,Fixed - Roof Mount,20,18,175,6.87,1380.6,5797.6,8640.3,19923.4,27766,27311.3,28554.8,25793.8,18165.9,10304.9,2729.6,1012.4,177380.6,Interconnection Applied,2112.62,0,182605.7,46800,24890,254295.7,182605.7,46800,24890,254295.7,96900,96900,63573.925,63573.93,63573.925,63573.93,Payment : Incentive Recommendation Approval Pending,8882.9,
294,294,294,294,294,294,294,gxrrgdf6fvLeeMdKFgPN,ESB-10771,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,0,0,49.729504,-112.748491,26.7,Standard,Fixed - Roof Mount,18,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,0,366,170,0,536,0,0,0,0,60,0,134,60,0,0,Pre-Approval : Application Draft Approved,31038.8,
295,295,295,295,295,295,295,h5L0kByo0t5sJSQ0rCec,ESB-10015,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,50.01,113.24,102,Standard,Fixed - Open Rack,6.7,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13,0,1380,2450,0,3830,1380,1041.82,0,2421.82,400,400,957.5,400,605.45,400,Pre-Approval : Application Submitted,146020.5,Long
296,296,296,296,296,296,296,h8SOMhAzs810h6EghjTR,ESB-11397,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.732687,-113.562448,27.6,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.66,0,14159.04,6536,0,20695.04,0,0,0,0,5160,0,5173.76,5160,0,0,Pre-Approval : Application Submitted,36225.2,
297,297,297,297,297,297,297,hMg0xCbL02KTeq3epNE6,ESB-10856,Payment,Incentive Recommendation Approval Pending,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.29000848,-133.826094,34.9,Premium,Fixed - Open Rack,16.22,45,180,0.08,560,937,1030,800,600,600,473,500,530,520,830,800,8180,Facility Rate Class 41,389.17,0,58942,9000,3500,71442,58942,9000,3500,71442,17850,17850,17860.5,17850,17860.5,17850,Payment : Incentive Recommendation Approval Pending,46823.6,Long
298,298,298,298,298,298,298,hXpW59vSpNfYVlw2yJTj,,,,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,0,0,52.464,-113.729,2.68,Standard,Fixed - Roof Mount,5,27,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.73,0,3000,500,100,3600,0,0,0,0,1000,0,1800,1000,0,0,,3512.1,
299,299,299,299,299,299,299,hXz6wpxtyM1DroNqvHtd,ESB-10545,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.579226,-113.441475,991,Premium,Fixed - Roof Mount,20,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.73,0,3000,500,100,3600,0,0,0,0,1000,0,1800,1000,0,0,Pre-Approval : Application Submitted,989225.8,
